# Ratio Edge Case Log -- generated 2026-07-07T09:30:17
# Total KPI edge cases logged: 6487
# Total Day-13 ROCE/ROE cross-check anomalies: 2

## KPI edge cases
[ABB | 2012-12] interest_coverage_ratio: debt-free company (interest expense is zero)
[JSWENERGY | 2016-03] pat_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2016-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2016-03] eps_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2016-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2017-03] pat_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2017-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2017-03] eps_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2017-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2018-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2018-03] eps_cagr_3yr: DECLINE_TO_LOSS
[JSWENERGY | 2018-03] eps_cagr_5yr: DECLINE_TO_LOSS
[JSWENERGY | 2018-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2019-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2019-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2020-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2020-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2021-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2021-03] eps_cagr_3yr: ZERO_BASE
[JSWENERGY | 2021-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2022-03] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2022-03] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2023-03] eps_cagr_5yr: ZERO_BASE
[JSWENERGY | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2024-09] pat_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2024-09] pat_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2024-09] pat_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2024-09] eps_cagr_3yr: INSUFFICIENT
[JSWENERGY | 2024-09] eps_cagr_5yr: INSUFFICIENT
[JSWENERGY | 2024-09] eps_cagr_10yr: INSUFFICIENT
[JSWENERGY | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[JSWSTEEL | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2013-03] pat_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2013-03] pat_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2013-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2013-03] eps_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2013-03] eps_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2013-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2014-03] pat_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2014-03] pat_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2014-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2014-03] eps_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2014-03] eps_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2014-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2015-03] pat_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2015-03] pat_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2015-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2015-03] eps_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2015-03] eps_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2015-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2016-03] interest_coverage_ratio: ICR < 1.5 (value=1.24): at risk of not covering interest
[JSWSTEEL | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2016-03] pat_cagr_3yr: DECLINE_TO_LOSS
[JSWSTEEL | 2016-03] pat_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2016-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2016-03] eps_cagr_3yr: DECLINE_TO_LOSS
[JSWSTEEL | 2016-03] eps_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2016-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2017-03] pat_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2017-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2017-03] eps_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2017-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2018-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2018-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2019-03] pat_cagr_3yr: TURNAROUND
[JSWSTEEL | 2019-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2019-03] eps_cagr_3yr: TURNAROUND
[JSWSTEEL | 2019-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2020-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2020-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2021-03] pat_cagr_5yr: TURNAROUND
[JSWSTEEL | 2021-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2021-03] eps_cagr_5yr: TURNAROUND
[JSWSTEEL | 2021-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2022-03] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2022-03] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2024-09] pat_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2024-09] pat_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2024-09] pat_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2024-09] eps_cagr_3yr: INSUFFICIENT
[JSWSTEEL | 2024-09] eps_cagr_5yr: INSUFFICIENT
[JSWSTEEL | 2024-09] eps_cagr_10yr: INSUFFICIENT
[JSWSTEEL | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[KOTAKBANK | 2013-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=60.92452482007751, source=-1789.0
[KOTAKBANK | 2013-03] interest_coverage_ratio: ICR < 1.5 (value=1.29): at risk of not covering interest
[KOTAKBANK | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2013-03] pat_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2013-03] pat_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2013-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2013-03] eps_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2013-03] eps_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2013-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2014-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=58.84365092608043, source=-1379.0
[KOTAKBANK | 2014-03] interest_coverage_ratio: ICR < 1.5 (value=1.33): at risk of not covering interest
[KOTAKBANK | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2014-03] pat_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2014-03] pat_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2014-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2014-03] eps_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2014-03] eps_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2014-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2015-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=72.96343569337037, source=-3366.0
[KOTAKBANK | 2015-03] interest_coverage_ratio: ICR < 1.5 (value=1.19): at risk of not covering interest
[KOTAKBANK | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2015-03] pat_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2015-03] pat_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2015-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2015-03] eps_cagr_3yr: INSUFFICIENT
[KOTAKBANK | 2015-03] eps_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2015-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2016-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=56.567983531026364, source=-2263.0
[KOTAKBANK | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2016-03] pat_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2016-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2016-03] eps_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2016-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2017-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=66.439706145852, source=-3965.0
[KOTAKBANK | 2017-03] interest_coverage_ratio: ICR < 1.5 (value=1.27): at risk of not covering interest
[KOTAKBANK | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2017-03] pat_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2017-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2017-03] eps_cagr_5yr: INSUFFICIENT
[KOTAKBANK | 2017-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2018-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=66.86960327881899, source=-4141.0
[KOTAKBANK | 2018-03] interest_coverage_ratio: ICR < 1.5 (value=1.23): at risk of not covering interest
[KOTAKBANK | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2018-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2018-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2019-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=66.2331132043847, source=-5114.0
[KOTAKBANK | 2019-03] interest_coverage_ratio: ICR < 1.5 (value=1.22): at risk of not covering interest
[KOTAKBANK | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2019-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2019-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2020-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=67.44936368524826, source=-5005.0
[KOTAKBANK | 2020-03] interest_coverage_ratio: ICR < 1.5 (value=1.34): at risk of not covering interest
[KOTAKBANK | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2020-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2020-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2021-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=90.83485679463742, source=-9958.0
[KOTAKBANK | 2021-03] interest_coverage_ratio: ICR < 1.5 (value=1.26): at risk of not covering interest
[KOTAKBANK | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2021-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2021-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2022-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=90.98426246999199, source=-8512.0
[KOTAKBANK | 2022-03] interest_coverage_ratio: ICR < 1.5 (value=1.23): at risk of not covering interest
[KOTAKBANK | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2022-03] pat_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2022-03] eps_cagr_10yr: INSUFFICIENT
[KOTAKBANK | 2023-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=79.44058266707789, source=-5746.0
[KOTAKBANK | 2023-03] interest_coverage_ratio: ICR < 1.5 (value=1.29): at risk of not covering interest
[KOTAKBANK | 2024-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=83.66733645109092, source=-13382.0
[KOTAKBANK | 2024-03] interest_coverage_ratio: ICR < 1.5 (value=1.24): at risk of not covering interest
[LICI | 2019-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[LICI | 2019-03] revenue_cagr_3yr: INSUFFICIENT
[LICI | 2019-03] revenue_cagr_5yr: INSUFFICIENT
[LICI | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[LICI | 2019-03] pat_cagr_3yr: INSUFFICIENT
[LICI | 2019-03] pat_cagr_5yr: INSUFFICIENT
[LICI | 2019-03] pat_cagr_10yr: INSUFFICIENT
[LICI | 2019-03] eps_cagr_3yr: INSUFFICIENT
[LICI | 2019-03] eps_cagr_5yr: INSUFFICIENT
[LICI | 2019-03] eps_cagr_10yr: INSUFFICIENT
[LICI | 2020-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[LICI | 2020-03] revenue_cagr_3yr: INSUFFICIENT
[LICI | 2020-03] revenue_cagr_5yr: INSUFFICIENT
[LICI | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[LICI | 2020-03] pat_cagr_3yr: INSUFFICIENT
[LICI | 2020-03] pat_cagr_5yr: INSUFFICIENT
[LICI | 2020-03] pat_cagr_10yr: INSUFFICIENT
[LICI | 2020-03] eps_cagr_3yr: INSUFFICIENT
[LICI | 2020-03] eps_cagr_5yr: INSUFFICIENT
[LICI | 2020-03] eps_cagr_10yr: INSUFFICIENT
[LICI | 2021-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[LICI | 2021-03] revenue_cagr_3yr: INSUFFICIENT
[LICI | 2021-03] revenue_cagr_5yr: INSUFFICIENT
[LICI | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[LICI | 2021-03] pat_cagr_3yr: INSUFFICIENT
[LICI | 2021-03] pat_cagr_5yr: INSUFFICIENT
[LICI | 2021-03] pat_cagr_10yr: INSUFFICIENT
[LICI | 2021-03] eps_cagr_3yr: INSUFFICIENT
[LICI | 2021-03] eps_cagr_5yr: INSUFFICIENT
[LICI | 2021-03] eps_cagr_10yr: INSUFFICIENT
[LICI | 2022-03] interest_coverage_ratio: debt-free company (interest expense is zero)
[LICI | 2022-03] revenue_cagr_5yr: INSUFFICIENT
[LICI | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[LICI | 2022-03] pat_cagr_5yr: INSUFFICIENT
[LICI | 2022-03] pat_cagr_10yr: INSUFFICIENT
[LICI | 2022-03] eps_cagr_5yr: INSUFFICIENT
[LICI | 2022-03] eps_cagr_10yr: INSUFFICIENT
[LICI | 2023-03] revenue_cagr_5yr: INSUFFICIENT
[LICI | 2023-03] revenue_cagr_10yr: INSUFFICIENT
[LICI | 2023-03] pat_cagr_5yr: INSUFFICIENT
[LICI | 2023-03] pat_cagr_10yr: INSUFFICIENT
[LICI | 2023-03] eps_cagr_5yr: INSUFFICIENT
[LICI | 2023-03] eps_cagr_10yr: INSUFFICIENT
[LICI | 2024-03] revenue_cagr_10yr: INSUFFICIENT
[LICI | 2024-03] pat_cagr_10yr: INSUFFICIENT
[LICI | 2024-03] eps_cagr_10yr: INSUFFICIENT
[LICI | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[LICI | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[LICI | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[LICI | 2024-09] pat_cagr_3yr: INSUFFICIENT
[LICI | 2024-09] pat_cagr_5yr: INSUFFICIENT
[LICI | 2024-09] pat_cagr_10yr: INSUFFICIENT
[LICI | 2024-09] eps_cagr_3yr: INSUFFICIENT
[LICI | 2024-09] eps_cagr_5yr: INSUFFICIENT
[LICI | 2024-09] eps_cagr_10yr: INSUFFICIENT
[LICI | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[LODHA | 2011-03] revenue_cagr_3yr: INSUFFICIENT
[LODHA | 2011-03] revenue_cagr_5yr: INSUFFICIENT
[LODHA | 2011-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2011-03] pat_cagr_3yr: INSUFFICIENT
[LODHA | 2011-03] pat_cagr_5yr: INSUFFICIENT
[LODHA | 2011-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2011-03] eps_cagr_3yr: INSUFFICIENT
[LODHA | 2011-03] eps_cagr_5yr: INSUFFICIENT
[LODHA | 2011-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2011-03] capital_allocation_pattern: no cash flow statement for this year
[LODHA | 2012-03] revenue_cagr_3yr: INSUFFICIENT
[LODHA | 2012-03] revenue_cagr_5yr: INSUFFICIENT
[LODHA | 2012-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2012-03] pat_cagr_3yr: INSUFFICIENT
[LODHA | 2012-03] pat_cagr_5yr: INSUFFICIENT
[LODHA | 2012-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2012-03] eps_cagr_3yr: INSUFFICIENT
[LODHA | 2012-03] eps_cagr_5yr: INSUFFICIENT
[LODHA | 2012-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2012-03] capital_allocation_pattern: no cash flow statement for this year
[LODHA | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[LODHA | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[LODHA | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2015-03] pat_cagr_3yr: INSUFFICIENT
[LODHA | 2015-03] pat_cagr_5yr: INSUFFICIENT
[LODHA | 2015-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2015-03] eps_cagr_3yr: INSUFFICIENT
[LODHA | 2015-03] eps_cagr_5yr: INSUFFICIENT
[LODHA | 2015-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2015-03] capital_allocation_pattern: no cash flow statement for this year
[LODHA | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[LODHA | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2016-03] pat_cagr_5yr: INSUFFICIENT
[LODHA | 2016-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2016-03] eps_cagr_5yr: INSUFFICIENT
[LODHA | 2016-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[LODHA | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2017-03] pat_cagr_5yr: INSUFFICIENT
[LODHA | 2017-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2017-03] eps_cagr_5yr: INSUFFICIENT
[LODHA | 2017-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2018-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2018-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2019-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2019-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2020-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2020-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2021-03] interest_coverage_ratio: ICR < 1.5 (value=1.09): at risk of not covering interest
[LODHA | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2021-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2021-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2022-03] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2022-03] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[LODHA | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[LODHA | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[LODHA | 2024-09] pat_cagr_3yr: INSUFFICIENT
[LODHA | 2024-09] pat_cagr_5yr: INSUFFICIENT
[LODHA | 2024-09] pat_cagr_10yr: INSUFFICIENT
[LODHA | 2024-09] eps_cagr_3yr: INSUFFICIENT
[LODHA | 2024-09] eps_cagr_5yr: INSUFFICIENT
[LODHA | 2024-09] eps_cagr_10yr: INSUFFICIENT
[LODHA | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[LT | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[LT | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[LT | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2013-03] pat_cagr_3yr: INSUFFICIENT
[LT | 2013-03] pat_cagr_5yr: INSUFFICIENT
[LT | 2013-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2013-03] eps_cagr_3yr: INSUFFICIENT
[LT | 2013-03] eps_cagr_5yr: INSUFFICIENT
[LT | 2013-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[LT | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[LT | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2014-03] pat_cagr_3yr: INSUFFICIENT
[LT | 2014-03] pat_cagr_5yr: INSUFFICIENT
[LT | 2014-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2014-03] eps_cagr_3yr: INSUFFICIENT
[LT | 2014-03] eps_cagr_5yr: INSUFFICIENT
[LT | 2014-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[LT | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[LT | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2015-03] pat_cagr_3yr: INSUFFICIENT
[LT | 2015-03] pat_cagr_5yr: INSUFFICIENT
[LT | 2015-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2015-03] eps_cagr_3yr: INSUFFICIENT
[LT | 2015-03] eps_cagr_5yr: INSUFFICIENT
[LT | 2015-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[LT | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2016-03] pat_cagr_5yr: INSUFFICIENT
[LT | 2016-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2016-03] eps_cagr_5yr: INSUFFICIENT
[LT | 2016-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[LT | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2017-03] pat_cagr_5yr: INSUFFICIENT
[LT | 2017-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2017-03] eps_cagr_5yr: INSUFFICIENT
[LT | 2017-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2018-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2018-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2019-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2019-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2020-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2020-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2021-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2021-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[LT | 2022-03] pat_cagr_10yr: INSUFFICIENT
[LT | 2022-03] eps_cagr_10yr: INSUFFICIENT
[LT | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[LT | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[LT | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[LT | 2024-09] pat_cagr_3yr: INSUFFICIENT
[LT | 2024-09] pat_cagr_5yr: INSUFFICIENT
[LT | 2024-09] pat_cagr_10yr: INSUFFICIENT
[LT | 2024-09] eps_cagr_3yr: INSUFFICIENT
[LT | 2024-09] eps_cagr_5yr: INSUFFICIENT
[LT | 2024-09] eps_cagr_10yr: INSUFFICIENT
[LT | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[LTIM | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[LTIM | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[LTIM | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[LTIM | 2013-03] pat_cagr_3yr: INSUFFICIENT
[LTIM | 2013-03] pat_cagr_5yr: INSUFFICIENT
[LTIM | 2013-03] pat_cagr_10yr: INSUFFICIENT
[LTIM | 2013-03] eps_cagr_3yr: INSUFFICIENT
